,z=0.003,z=0.005,z=0.01,z=0.03,z=0.05,z=0.1,z=0.2,z=0.3,z=0.6,z=0.8,z=1.0,z=1.2,z=1.5,Vr
0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.5
1,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.5519651379648733
2,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.6018960015527277
3,28.28140703517588,29.457286432160803,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.649980701740263
4,26.743718592964825,28.01005025125628,29.728643216080403,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.696380972776919
5,25.47738693467337,26.653266331658294,28.462311557788944,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.741237004937536
6,24.301507537688444,25.5678391959799,27.28643216080402,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.7846712036911834
7,23.30653266331658,24.482412060301506,26.291457286432163,29.457286432160803,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.826791151789673
8,22.492462311557787,23.668341708542712,25.386934673366834,28.55276381909548,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.8676919706237225
9,21.678391959798994,22.85427135678392,24.57286432160804,27.64824120603015,29.27638190954774,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.9074582226522527
10,20.954773869346734,22.13065326633166,23.84924623115578,26.92462311557789,28.55276381909548,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.946165458897548
11,20.321608040201006,21.49748743718593,23.12562814070352,26.201005025125628,27.82914572864322,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,2.983881488837429
12,19.77889447236181,20.8643216080402,22.492462311557787,25.5678391959799,27.195979899497488,29.63819095477387,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.020667430934804
13,19.236180904522612,20.321608040201006,21.949748743718594,25.025125628140703,26.56281407035176,29.00502512562814,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.0565785881813285
14,18.69346733668342,19.77889447236181,21.407035175879397,24.482412060301506,26.020100502512562,28.462311557788944,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.09166518283301
15,18.331658291457288,19.326633165829147,20.954773869346734,23.939698492462313,25.5678391959799,27.91959798994975,30.0,30.0,30.0,30.0,30.0,30.0,30.0,3.1259729769227698
16,17.879396984924625,18.964824120603016,20.50251256281407,23.48743718592965,25.025125628140703,27.376884422110553,29.90954773869347,30.0,30.0,30.0,30.0,30.0,30.0,3.1595437994196227
17,17.517587939698494,18.51256281407035,20.14070351758794,23.035175879396988,24.57286432160804,26.92462311557789,29.457286432160803,30.0,30.0,30.0,30.0,30.0,30.0,3.192415996557802
18,17.155778894472363,18.150753768844222,19.688442211055275,22.582914572864322,24.120603015075375,26.472361809045225,29.00502512562814,30.0,30.0,30.0,30.0,30.0,30.0,3.2246248185223245
19,16.79396984924623,17.78894472361809,19.326633165829147,22.22110552763819,23.758793969849247,26.020100502512562,28.55276381909548,30.0,30.0,30.0,30.0,30.0,30.0,3.256202753092921
20,16.522613065326635,17.517587939698494,18.964824120603016,21.859296482412063,23.396984924623116,25.65829145728643,28.190954773869347,29.728643216080403,30.0,30.0,30.0,30.0,30.0,3.2871798148296336
21,16.160804020100503,17.155778894472363,18.69346733668342,21.49748743718593,23.035175879396988,25.2964824120603,27.82914572864322,29.27638190954774,30.0,30.0,30.0,30.0,30.0,3.3175837967945374
22,15.889447236180905,16.884422110552762,18.42211055276382,21.1356783919598,22.673366834170857,24.934673366834172,27.376884422110553,28.91457286432161,30.0,30.0,30.0,30.0,30.0,3.3474404905443156
23,15.618090452261306,16.613065326633166,18.060301507537687,20.8643216080402,22.311557788944725,24.57286432160804,27.105527638190956,28.55276381909548,30.0,30.0,30.0,30.0,30.0,3.3767738791227573
24,15.43718592964824,16.34170854271357,17.78894472361809,20.592964824120603,22.040201005025125,24.301507537688444,26.743718592964825,28.28140703517588,30.0,30.0,30.0,30.0,30.0,3.405606306974206
25,15.165829145728644,16.160804020100503,17.608040201005025,20.321608040201006,21.768844221105528,23.939698492462313,26.381909547738694,27.91959798994975,30.0,30.0,30.0,30.0,30.0,3.4339586300457787
26,14.984924623115578,15.889447236180905,17.33668341708543,20.050251256281406,21.49748743718593,23.668341708542712,26.110552763819094,27.55778894472362,30.0,30.0,30.0,30.0,30.0,3.4618503488150494
27,14.71356783919598,15.708542713567839,17.06532663316583,19.77889447236181,21.22613065326633,23.396984924623116,25.8391959798995,27.28643216080402,29.728643216080403,30.0,30.0,30.0,30.0,3.4892997265457057
28,14.532663316582916,15.43718592964824,16.884422110552762,19.507537688442213,20.954773869346734,23.12562814070352,25.47738693467337,27.015075376884422,29.457286432160803,30.0,30.0,30.0,30.0,3.516323894716852
29,14.35175879396985,15.256281407035175,16.613065326633166,19.236180904522612,20.683417085427138,22.85427135678392,25.20603015075377,26.743718592964825,29.185929648241206,30.0,30.0,30.0,30.0,3.542938947276985
30,14.170854271356784,15.075376884422111,16.4321608040201,19.055276381909547,20.50251256281407,22.582914572864322,25.025125628140703,26.472361809045225,28.91457286432161,29.728643216080403,30.0,30.0,30.0,3.5691600251291695
31,13.989949748743719,14.894472361809045,16.251256281407034,18.87437185929648,20.231155778894472,22.402010050251256,24.753768844221106,26.201005025125628,28.64321608040201,29.457286432160803,30.0,30.0,30.0,3.5950013920501926
32,13.809045226130653,14.71356783919598,16.07035175879397,18.603015075376884,20.050251256281406,22.13065326633166,24.482412060301506,25.92964824120603,28.371859296482413,29.185929648241206,29.728643216080403,30.0,30.0,3.62047650307596
33,13.628140703517587,14.532663316582916,15.889447236180905,18.42211055276382,19.77889447236181,21.949748743718594,24.21105527638191,25.65829145728643,28.100502512562816,28.91457286432161,29.457286432160803,29.819095477386934,30.0,3.6455980662420644
34,13.537688442211055,14.35175879396985,15.708542713567839,18.241206030150753,19.597989949748744,21.678391959798994,24.030150753768844,25.47738693467337,27.82914572864322,28.733668341708544,29.27638190954774,29.547738693467338,29.819095477386934,3.670378098447601
35,13.35678391959799,14.261306532663317,15.527638190954773,18.060301507537687,19.417085427135678,21.49748743718593,23.758793969849247,25.20603015075377,27.55778894472362,28.462311557788944,29.00502512562814,29.366834170854272,29.547738693467338,3.694827976107917
36,13.266331658291458,14.080402010050252,15.34673366834171,17.879396984924625,19.236180904522612,21.316582914572862,23.57788944723618,25.025125628140703,27.376884422110553,28.190954773869347,28.733668341708544,29.095477386934675,29.27638190954774,3.7189584811750116
37,13.085427135678392,13.899497487437186,15.256281407035175,17.698492462311556,19.055276381909547,21.04522613065327,23.396984924623116,24.753768844221106,27.105527638190956,28.01005025125628,28.55276381909548,28.824120603015075,29.095477386934675,3.7427798430301498
38,12.99497487437186,13.809045226130653,15.075376884422111,17.517587939698494,18.87437185929648,20.8643216080402,23.12562814070352,24.57286432160804,26.92462311557789,27.738693467336685,28.28140703517588,28.64321608040201,28.824120603015075,3.7663017766898013
39,12.814070351758794,13.628140703517587,14.984924623115578,17.33668341708543,18.69346733668342,20.683417085427138,22.944723618090453,24.391959798994975,26.653266331658294,27.55778894472362,28.100502512562816,28.371859296482413,28.64321608040201,3.789533517711589
40,12.72361809045226,13.537688442211055,14.804020100502512,17.246231155778894,18.51256281407035,20.50251256281407,22.763819095477388,24.21105527638191,26.472361809045225,27.28643216080402,27.82914572864322,28.190954773869347,28.371859296482413,3.8124838541400843
41,12.633165829145728,13.447236180904522,14.71356783919598,17.06532663316583,18.331658291457288,20.412060301507537,22.582914572864322,23.939698492462313,26.291457286432163,27.105527638190956,27.64824120603015,28.01005025125628,28.190954773869347,3.8351611557918375
42,12.452261306532664,13.266331658291458,14.532663316582916,16.884422110552762,18.241206030150753,20.231155778894472,22.402010050251256,23.758793969849247,26.110552763819094,26.92462311557789,27.467336683417088,27.738693467336685,28.01005025125628,3.8575734011440472
43,12.361809045226131,13.175879396984925,14.442211055276381,16.79396984924623,18.060301507537687,20.050251256281406,22.22110552763819,23.57788944723618,25.92964824120603,26.743718592964825,27.28643216080402,27.55778894472362,27.82914572864322,3.8797282020608748
44,12.271356783919598,13.085427135678392,14.261306532663317,16.613065326633166,17.969849246231156,19.869346733668344,22.040201005025125,23.396984924623116,25.748743718592966,26.56281407035176,27.015075376884422,27.376884422110553,27.55778894472362,3.9016328265649936
45,12.180904522613066,12.99497487437186,14.170854271356784,16.522613065326635,17.78894472361809,19.688442211055275,21.949748743718594,23.21608040201005,25.5678391959799,26.381909547738694,26.834170854271356,27.195979899497488,27.376884422110553,3.923294219838908
46,12.090452261306533,12.814070351758794,14.080402010050252,16.34170854271357,17.608040201005025,19.597989949748744,21.768844221105528,23.12562814070352,25.386934673366834,26.201005025125628,26.653266331658294,27.015075376884422,27.195979899497488,3.944719023620407
47,12.0,12.72361809045226,13.989949748743719,16.251256281407034,17.517587939698494,19.417085427135678,21.587939698492463,22.944723618090453,25.20603015075377,26.020100502512562,26.472361809045225,26.834170854271356,27.015075376884422,3.9659135941388617
48,12.0,12.633165829145728,13.809045226130653,16.160804020100503,17.33668341708543,19.326633165829147,21.407035175879397,22.763819095477388,25.025125628140703,25.8391959798995,26.291457286432163,26.653266331658294,26.834170854271356,3.986884018723552
49,12.0,12.542713567839195,13.71859296482412,15.979899497487438,17.246231155778894,19.14572864321608,21.316582914572862,22.582914572864322,24.844221105527637,25.65829145728643,26.110552763819094,26.472361809045225,26.653266331658294,4.0076361312015525
50,12.0,12.452261306532664,13.628140703517587,15.889447236180905,17.155778894472363,19.055276381909547,21.1356783919598,22.492462311557787,24.663316582914575,25.47738693467337,26.020100502512562,26.291457286432163,26.472361809045225,4.028175526190653
51,12.0,12.361809045226131,13.537688442211055,15.798994974874372,16.974874371859297,18.87437185929648,21.04522613065327,22.311557788944725,24.482412060301506,25.2964824120603,25.8391959798995,26.110552763819094,26.381909547738694,4.048507572382146
52,12.0,12.271356783919598,13.447236180904522,15.708542713567839,16.884422110552762,18.78391959798995,20.8643216080402,22.13065326633166,24.391959798994975,25.115577889447238,25.65829145728643,25.92964824120603,26.201005025125628,4.068637424898877
53,12.0,12.180904522613066,13.35678391959799,15.527638190954773,16.79396984924623,18.603015075376884,20.683417085427138,22.040201005025125,24.21105527638191,25.025125628140703,25.47738693467337,25.8391959798995,26.020100502512562,4.088570036805576
54,12.0,12.090452261306533,13.266331658291458,15.43718592964824,16.7035175879397,18.51256281407035,20.592964824120603,21.859296482412063,24.030150753768844,24.844221105527637,25.2964824120603,25.65829145728643,25.8391959798995,4.108310169841082
55,12.0,12.0,13.175879396984925,15.34673366834171,16.522613065326635,18.42211055276382,20.50251256281407,21.768844221105528,23.939698492462313,24.663316582914575,25.20603015075377,25.47738693467337,25.748743718592966,4.127862404435397
56,12.0,12.0,13.085427135678392,15.256281407035175,16.4321608040201,18.241206030150753,20.321608040201006,21.587939698492463,23.758793969849247,24.57286432160804,25.025125628140703,25.386934673366834,25.5678391959799,4.1472311490686415
57,12.0,12.0,12.99497487437186,15.165829145728644,16.34170854271357,18.150753768844222,20.231155778894472,21.49748743718593,23.57788944723618,24.391959798994975,24.934673366834172,25.20603015075377,25.386934673366834,4.166420649023683
58,12.0,12.0,12.904522613065327,15.075376884422111,16.251256281407034,18.060301507537687,20.050251256281406,21.316582914572862,23.48743718592965,24.21105527638191,24.753768844221106,25.025125628140703,25.2964824120603,4.1854349945794755
59,12.0,12.0,12.814070351758794,14.984924623115578,16.160804020100503,17.969849246231156,19.959798994974875,21.22613065326633,23.30653266331658,24.120603015075375,24.57286432160804,24.934673366834172,25.115577889447238,4.204278128687928
60,12.0,12.0,12.72361809045226,14.894472361809045,16.07035175879397,17.879396984924625,19.869346733668344,21.1356783919598,23.21608040201005,23.939698492462313,24.482412060301506,24.753768844221106,25.025125628140703,4.222953854173314
61,12.0,12.0,12.633165829145728,14.804020100502512,15.979899497487438,17.698492462311556,19.77889447236181,20.954773869346734,23.035175879396988,23.84924623115578,24.301507537688444,24.663316582914575,24.844221105527637,4.241465840489786
62,12.0,12.0,12.542713567839195,14.71356783919598,15.889447236180905,17.608040201005025,19.597989949748744,20.8643216080402,22.944723618090453,23.668341708542712,24.21105527638191,24.482412060301506,24.753768844221106,4.259817630069531
63,12.0,12.0,12.542713567839195,14.623115577889447,15.798994974874372,17.517587939698494,19.507537688442213,20.77386934673367,22.85427135678392,23.57788944723618,24.030150753768844,24.391959798994975,24.57286432160804,4.278012644291275
64,12.0,12.0,12.452261306532664,14.532663316582916,15.708542713567839,17.42713567839196,19.417085427135678,20.592964824120603,22.673366834170857,23.48743718592965,23.939698492462313,24.21105527638191,24.482412060301506,4.296054189096359
65,12.0,12.0,12.361809045226131,14.442211055276381,15.618090452261306,17.33668341708543,19.326633165829147,20.50251256281407,22.582914572864322,23.30653266331658,23.84924623115578,24.120603015075375,24.301507537688444,4.3139454602773535
66,12.0,12.0,12.271356783919598,14.35175879396985,15.527638190954773,17.246231155778894,19.236180904522612,20.412060301507537,22.492462311557787,23.21608040201005,23.668341708542712,23.939698492462313,24.21105527638191,4.331689548462099
67,12.0,12.0,12.180904522613066,14.261306532663317,15.43718592964824,17.155778894472363,19.055276381909547,20.321608040201006,22.311557788944725,23.12562814070352,23.57788944723618,23.84924623115578,24.030150753768844,4.349289443814214
68,12.0,12.0,12.180904522613066,14.170854271356784,15.34673366834171,17.06532663316583,18.964824120603016,20.231155778894472,22.22110552763819,22.944723618090453,23.396984924623116,23.758793969849247,23.939698492462313,4.366748040469426
69,12.0,12.0,12.090452261306533,14.080402010050252,15.256281407035175,16.974874371859297,18.87437185929648,20.050251256281406,22.13065326633166,22.85427135678392,23.30653266331658,23.57788944723618,23.84924623115578,4.3840681407255415
70,12.0,12.0,12.0,14.080402010050252,15.165829145728644,16.884422110552762,18.78391959798995,19.959798994974875,22.040201005025125,22.763819095477388,23.21608040201005,23.48743718592965,23.668341708542712,4.401252459002453
71,12.0,12.0,12.0,13.989949748743719,15.075376884422111,16.79396984924623,18.69346733668342,19.869346733668344,21.859296482412063,22.582914572864322,23.12562814070352,23.396984924623116,23.57788944723618,4.41830362558737
72,12.0,12.0,12.0,13.899497487437186,14.984924623115578,16.7035175879397,18.603015075376884,19.77889447236181,21.768844221105528,22.492462311557787,22.944723618090453,23.30653266331658,23.48743718592965,4.435224190179208
73,12.0,12.0,12.0,13.809045226130653,14.894472361809045,16.613065326633166,18.51256281407035,19.688442211055275,21.678391959798994,22.402010050251256,22.85427135678392,23.12562814070352,23.396984924623116,4.452016625245106
74,12.0,12.0,12.0,13.71859296482412,14.894472361809045,16.522613065326635,18.42211055276382,19.597989949748744,21.587939698492463,22.311557788944725,22.763819095477388,23.035175879396988,23.21608040201005,4.468683329201011
75,12.0,12.0,12.0,13.71859296482412,14.804020100502512,16.4321608040201,18.331658291457288,19.507537688442213,21.49748743718593,22.22110552763819,22.673366834170857,22.944723618090453,23.12562814070352,4.485226629427397
76,12.0,12.0,12.0,13.628140703517587,14.71356783919598,16.34170854271357,18.241206030150753,19.417085427135678,21.407035175879397,22.040201005025125,22.582914572864322,22.85427135678392,23.035175879396988,4.501648785130401
77,12.0,12.0,12.0,13.537688442211055,14.623115577889447,16.251256281407034,18.150753768844222,19.326633165829147,21.22613065326633,21.949748743718594,22.402010050251256,22.763819095477388,22.944723618090453,4.517951990057873
78,12.0,12.0,12.0,13.447236180904522,14.532663316582916,16.251256281407034,18.060301507537687,19.236180904522612,21.1356783919598,21.859296482412063,22.311557788944725,22.582914572864322,22.85427135678392,4.5341383750791895
79,12.0,12.0,12.0,13.447236180904522,14.532663316582916,16.160804020100503,17.969849246231156,19.14572864321608,21.04522613065327,21.768844221105528,22.22110552763819,22.492462311557787,22.763819095477388,4.550210010637042
80,12.0,12.0,12.0,13.35678391959799,14.442211055276381,16.07035175879397,17.879396984924625,19.055276381909547,20.954773869346734,21.678391959798994,22.13065326633166,22.402010050251256,22.673366834170857,4.566168909078821
81,12.0,12.0,12.0,13.266331658291458,14.35175879396985,15.979899497487438,17.78894472361809,18.964824120603016,20.8643216080402,21.587939698492463,22.040201005025125,22.311557788944725,22.492462311557787,4.58201702687472
82,12.0,12.0,12.0,13.266331658291458,14.261306532663317,15.889447236180905,17.698492462311556,18.87437185929648,20.77386934673367,21.49748743718593,21.949748743718594,22.22110552763819,22.402010050251256,4.597756266729154
83,12.0,12.0,12.0,13.175879396984925,14.261306532663317,15.798994974874372,17.698492462311556,18.78391959798995,20.683417085427138,21.407035175879397,21.859296482412063,22.13065326633166,22.311557788944725,4.613388479591679
84,12.0,12.0,12.0,13.085427135678392,14.170854271356784,15.798994974874372,17.608040201005025,18.69346733668342,20.592964824120603,21.316582914572862,21.768844221105528,22.040201005025125,22.22110552763819,4.628915466573142
85,12.0,12.0,12.0,13.085427135678392,14.080402010050252,15.708542713567839,17.517587939698494,18.603015075376884,20.50251256281407,21.22613065326633,21.678391959798994,21.949748743718594,22.13065326633166,4.644338980772459
86,12.0,12.0,12.0,12.99497487437186,13.989949748743719,15.618090452261306,17.42713567839196,18.51256281407035,20.412060301507537,21.1356783919598,21.587939698492463,21.859296482412063,22.040201005025125,4.659660729018996
87,12.0,12.0,12.0,12.904522613065327,13.989949748743719,15.527638190954773,17.33668341708543,18.42211055276382,20.321608040201006,21.04522613065327,21.49748743718593,21.768844221105528,21.949748743718594,4.674882373535273
88,12.0,12.0,12.0,12.904522613065327,13.899497487437186,15.527638190954773,17.246231155778894,18.42211055276382,20.231155778894472,20.954773869346734,21.407035175879397,21.678391959798994,21.859296482412063,4.690005533524364
89,12.0,12.0,12.0,12.814070351758794,13.809045226130653,15.43718592964824,17.246231155778894,18.331658291457288,20.14070351758794,20.8643216080402,21.316582914572862,21.587939698492463,21.768844221105528,4.705031786686073
90,12.0,12.0,12.0,12.814070351758794,13.809045226130653,15.34673366834171,17.155778894472363,18.241206030150753,20.050251256281406,20.77386934673367,21.22613065326633,21.49748743718593,21.678391959798994,4.719962670665769
